#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AT5G43470.1          -          MEME_alignment       -              4e-09   37.5   0.4   2.6e-08   35.0   0.1   2.6   3   0   0   3   3   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr5:17463130-17466658 REVERSE LENGTH=908 | 201606
AT5G43470.2          -          MEME_alignment       -              4e-09   37.5   0.4   2.6e-08   35.0   0.1   2.6   3   0   0   3   3   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr5:17463130-17466658 REVERSE LENGTH=908 | 201606
AT5G43470.3          -          MEME_alignment       -              4e-09   37.5   0.4   2.6e-08   35.0   0.1   2.6   3   0   0   3   3   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr5:17463130-17466658 REVERSE LENGTH=908 | 201606
AT5G43470.4          -          MEME_alignment       -              4e-09   37.5   0.4   2.6e-08   35.0   0.1   2.6   3   0   0   3   3   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr5:17463130-17466658 REVERSE LENGTH=908 | 201606
AT1G58400.1          -          MEME_alignment       -            1.1e-08   36.1   0.1   6.4e-08   33.7   0.0   2.4   2   0   0   2   2   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21696165-21699118 REVERSE LENGTH=900 | 201606
AT1G58400.2          -          MEME_alignment       -            1.2e-08   36.1   0.1   6.5e-08   33.7   0.0   2.4   2   0   0   2   2   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21696165-21699118 REVERSE LENGTH=910 | 201606
AT1G58400.3          -          MEME_alignment       -            1.2e-08   36.1   0.1   6.5e-08   33.7   0.0   2.4   2   0   0   2   2   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21696165-21699118 REVERSE LENGTH=910 | 201606
AT1G59780.2          -          MEME_alignment       -            1.9e-08   35.4   0.0   5.4e-08   34.0   0.0   1.9   1   0   0   1   1   1   1 | NB-ARC domain-containing disease resistance protein | Chr1:21993458-21997676 REVERSE LENGTH=893 | 201606
AT1G59780.1          -          MEME_alignment       -              2e-08   35.4   0.0   5.5e-08   33.9   0.0   1.9   1   0   0   1   1   1   1 | NB-ARC domain-containing disease resistance protein | Chr1:21993581-21997691 REVERSE LENGTH=906 | 201606
AT5G48620.1          -          MEME_alignment       -            3.1e-08   34.7   0.1   2.3e-07   32.0   0.0   2.5   2   0   0   2   2   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr5:19717406-19720932 FORWARD LENGTH=908 | 201606
AT5G48620.2          -          MEME_alignment       -            3.1e-08   34.7   0.1   2.3e-07   32.0   0.0   2.5   2   0   0   2   2   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr5:19717406-19720932 FORWARD LENGTH=908 | 201606
AT5G48620.3          -          MEME_alignment       -            3.1e-08   34.7   0.1   2.3e-07   32.0   0.0   2.5   2   0   0   2   2   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr5:19717406-19720932 FORWARD LENGTH=908 | 201606
AT5G48620.4          -          MEME_alignment       -            3.1e-08   34.7   0.1   2.3e-07   32.0   0.0   2.5   2   0   0   2   2   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr5:19717406-19720932 FORWARD LENGTH=908 | 201606
AT5G48620.5          -          MEME_alignment       -            3.1e-08   34.7   0.1   2.3e-07   32.0   0.0   2.5   2   0   0   2   2   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr5:19717406-19720932 FORWARD LENGTH=908 | 201606
AT5G48620.6          -          MEME_alignment       -            3.1e-08   34.7   0.1   2.3e-07   32.0   0.0   2.5   2   0   0   2   2   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr5:19717406-19720932 FORWARD LENGTH=908 | 201606
AT1G53350.1          -          MEME_alignment       -            4.1e-08   34.3   0.2   1.1e-07   32.9   0.2   1.8   1   0   0   1   1   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:19903899-19906912 FORWARD LENGTH=906 | 201606
AT1G58390.1          -          MEME_alignment       -            5.4e-07   30.8   0.1   3.3e-06   28.3   0.0   2.5   2   0   0   2   2   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21690962-21693891 REVERSE LENGTH=907 | 201606
AT1G58390.2          -          MEME_alignment       -            5.4e-07   30.8   0.1   3.3e-06   28.3   0.0   2.5   2   0   0   2   2   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21690962-21693891 REVERSE LENGTH=907 | 201606
AT1G58602.1          -          MEME_alignment       -            6.8e-07   30.5   0.1   3.1e-06   28.4   0.0   2.3   2   0   0   2   2   1   1 | LRR and NB-ARC domains-containing disease resistance protein | Chr1:21760167-21763765 FORWARD LENGTH=1138 | 201606
AT1G58602.2          -          MEME_alignment       -            6.8e-07   30.5   0.1   3.1e-06   28.4   0.0   2.3   2   0   0   2   2   1   1 | LRR and NB-ARC domains-containing disease resistance protein | Chr1:21760167-21763765 FORWARD LENGTH=1138 | 201606
AT5G35450.1          -          MEME_alignment       -            7.5e-07   30.4   0.1   2.9e-06   28.5   0.1   2.1   1   0   0   1   1   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr5:13667809-13670685 FORWARD LENGTH=901 | 201606
AT5G35450.2          -          MEME_alignment       -            7.5e-07   30.4   0.1   2.9e-06   28.5   0.1   2.1   1   0   0   1   1   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr5:13667809-13670685 FORWARD LENGTH=901 | 201606
AT1G59620.1          -          MEME_alignment       -            8.5e-07   30.2   0.1   2.6e-06   28.6   0.1   1.9   1   0   0   1   1   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21902627-21905527 FORWARD LENGTH=895 | 201606
AT1G58807.2          -          MEME_alignment       -            1.1e-06   29.8   0.0   4.4e-06   27.9   0.0   2.2   1   0   0   1   1   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21780574-21783395 FORWARD LENGTH=855 | 201606
AT1G59124.1          -          MEME_alignment       -            1.1e-06   29.8   0.0   4.4e-06   27.9   0.0   2.2   1   0   0   1   1   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21816832-21819653 FORWARD LENGTH=855 | 201606
AT1G58807.1          -          MEME_alignment       -            1.5e-06   29.5   0.0   5.4e-06   27.7   0.0   2.1   1   0   0   1   1   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21780574-21783793 FORWARD LENGTH=1017 | 201606
AT1G59124.2          -          MEME_alignment       -            1.5e-06   29.5   0.0   5.4e-06   27.7   0.0   2.1   1   0   0   1   1   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21816832-21820051 FORWARD LENGTH=1017 | 201606
AT1G58848.1          -          MEME_alignment       -            1.8e-06   29.2   0.0   5.6e-06   27.6   0.0   1.9   1   0   0   1   1   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21792140-21795455 FORWARD LENGTH=1049 | 201606
AT1G58848.2          -          MEME_alignment       -            1.8e-06   29.2   0.0   5.6e-06   27.6   0.0   1.9   1   0   0   1   1   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21792140-21795455 FORWARD LENGTH=1049 | 201606
AT1G59218.1          -          MEME_alignment       -            1.8e-06   29.2   0.0   5.6e-06   27.6   0.0   1.9   1   0   0   1   1   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21828398-21831713 FORWARD LENGTH=1049 | 201606
AT1G59218.2          -          MEME_alignment       -            1.8e-06   29.2   0.0   5.6e-06   27.6   0.0   1.9   1   0   0   1   1   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21828398-21831713 FORWARD LENGTH=1049 | 201606
AT1G59218.3          -          MEME_alignment       -            1.8e-06   29.2   0.0   5.6e-06   27.6   0.0   1.9   1   0   0   1   1   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21828398-21831713 FORWARD LENGTH=1049 | 201606
AT1G50180.1          -          MEME_alignment       -            2.3e-06   28.8   0.1   8.5e-06   27.0   0.1   2.1   1   0   0   1   1   1   1 | NB-ARC domain-containing disease resistance protein | Chr1:18584235-18587136 FORWARD LENGTH=857 | 201606
AT3G46530.1          -          MEME_alignment       -            7.1e-06   27.3   6.9   7.5e-06   27.2   0.1   4.0   4   0   0   4   4   3   1 | NB-ARC domain-containing disease resistance protein | Chr3:17130739-17133246 REVERSE LENGTH=835 | 201606
AT3G46710.1          -          MEME_alignment       -            1.2e-05   26.6   1.9   0.00012   23.5   0.1   3.1   2   0   0   2   2   2   1 | NB-ARC domain-containing disease resistance protein | Chr3:17206489-17209032 REVERSE LENGTH=847 | 201606
AT3G46730.1          -          MEME_alignment       -              2e-05   25.9   0.2   0.00077   20.8   0.0   3.0   2   0   0   2   2   2   1 | NB-ARC domain-containing disease resistance protein | Chr3:17213069-17215612 REVERSE LENGTH=847 | 201606
AT1G58410.3          -          MEME_alignment       -            0.00013   23.3   0.2   0.00069   21.0   0.0   2.3   2   0   0   2   2   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21701286-21704255 REVERSE LENGTH=867 | 201606
AT1G58410.1          -          MEME_alignment       -            0.00014   23.2   0.2   0.00072   20.9   0.0   2.3   2   0   0   2   2   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21701286-21704255 REVERSE LENGTH=899 | 201606
AT1G58410.2          -          MEME_alignment       -            0.00014   23.2   0.2   0.00072   20.9   0.0   2.3   2   0   0   2   2   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21701286-21704255 REVERSE LENGTH=899 | 201606
AT1G58410.4          -          MEME_alignment       -            0.00014   23.2   0.2   0.00072   20.9   0.0   2.3   2   0   0   2   2   1   1 | Disease resistance protein (CC-NBS-LRR class) family | Chr1:21701286-21704255 REVERSE LENGTH=899 | 201606
AT3G50950.1          -          MEME_alignment       -             0.0024   19.3   0.2    0.0053   18.2   0.2   1.6   1   0   0   1   1   1   1 | HOPZ-ACTIVATED RESISTANCE 1 | Chr3:18936127-18938685 FORWARD LENGTH=852 | 201606
AT3G50950.2          -          MEME_alignment       -             0.0024   19.3   0.2    0.0053   18.2   0.2   1.6   1   0   0   1   1   1   1 | HOPZ-ACTIVATED RESISTANCE 1 | Chr3:18936127-18938685 FORWARD LENGTH=852 | 201606
AT3G07040.1          -          MEME_alignment       -             0.0071   17.8   0.0     0.024   16.2   0.0   2.0   1   0   0   1   1   1   1 | NB-ARC domain-containing disease resistance protein | Chr3:2226244-2229024 REVERSE LENGTH=926 | 201606
AT2G19770.1          -          MEME_alignment       -               0.58   11.8   0.0      0.96   11.1   0.0   1.4   1   0   0   1   1   1   0 | profilin 5 | Chr2:8519885-8521119 REVERSE LENGTH=134 | 201606
AT4G29350.1          -          MEME_alignment       -                1.3   10.6   0.0       2.5    9.8   0.0   1.4   1   0   0   1   1   1   0 | profilin 2 | Chr4:14450135-14451119 FORWARD LENGTH=131 | 201606
AT2G19760.1          -          MEME_alignment       -                1.4   10.6   0.0       2.5    9.8   0.0   1.4   1   0   0   1   1   1   0 | profilin 1 | Chr2:8517074-8518067 REVERSE LENGTH=131 | 201606
AT2G38100.2          -          MEME_alignment       -                2.7    9.6   0.5       7.3    8.3   0.5   1.8   1   0   0   1   1   1   0 | proton-dependent oligopeptide transport (POT) family protein | Chr2:15948484-15950180 REVERSE LENGTH=505 | 201606
